Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'ÀFRICA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08121;MATARÓ;0812100;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I0;DONA;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I1;DONA;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I1;HOME;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I2;DONA;2;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;FUNDACIONS;I2;HOME;2;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ESPANYA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;7
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;13
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ÀSIA I OCEANIA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;10
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;RESTA D'EUROPA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;3;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;19
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08126;MONTGAT;0812600;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08153;ÒRRIUS;0815300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ I FORMACIÓ PROFESSIONAL;I1;DONA;1;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08153;ÒRRIUS;0815300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ I FORMACIÓ PROFESSIONAL;I1;HOME;1;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08153;ÒRRIUS;0815300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ I FORMACIÓ PROFESSIONAL;I2;DONA;2;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08153;ÒRRIUS;0815300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ I FORMACIÓ PROFESSIONAL;I2;HOME;2;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;14
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;12
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;23
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08155;PALAFOLLS;0815500;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;SI;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I1;DONA;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I1;HOME;1;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I2;DONA;2;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PRIVAT;SOCIETATS MERCANTILS;I2;HOME;2;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;34
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;40
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;63
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;MAGREB;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;74
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;MAGREB;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'ÀFRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08163;PINEDA DE MAR;0816300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I0;DONA;0;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I1;DONA;1;CENTRE I SUDAMÈRICA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I1;DONA;1;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I1;DONA;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I1;HOME;1;ESPANYA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;ESPANYA;NO;6
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;DONA;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;ESPANYA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;MAGREB;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;PERSONES FÍSIQUES;I2;HOME;2;ÀSIA I OCEANIA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I0;HOME;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I1;DONA;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I1;HOME;1;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I2;DONA;2;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I2;DONA;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I2;HOME;2;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS CIVILS;I2;HOME;2;ESPANYA;NO;13
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;4
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;15
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;11
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;21
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;19
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;2
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;5
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;3
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;7
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;7
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;9
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;17
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;CENTRE I SUDAMÈRICA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;32
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;RESTA UNIÓ EUROPEA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I2;DONA;2;ESPANYA;NO;31
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;ESPANYA;NO;37
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;CORPORACIONS LOCALS;I2;HOME;2;RESTA D'EUROPA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08203;SANT CEBRIÀ DE VALLALTA;0820300;;PÚBLIC;CORPORACIONS LOCALS;I0;DONA;0;ESPANYA;NO;7
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08203;SANT CEBRIÀ DE VALLALTA;0820300;;PÚBLIC;CORPORACIONS LOCALS;I0;HOME;0;ESPANYA;NO;1
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08203;SANT CEBRIÀ DE VALLALTA;0820300;;PÚBLIC;CORPORACIONS LOCALS;I1;DONA;1;ESPANYA;NO;8
2024/2025;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08203;SANT CEBRIÀ DE VALLALTA;0820300;;PÚBLIC;CORPORACIONS LOCALS;I1;HOME;1;ESPANYA;NO;3
