Curs;Estudis;Codi àrea territorial;Àrea territorial;Codi comarca;Comarca;Codi municipi;Municipi;Codi districte;Districte;Naturalesa;Titularitat;Nivell;Matrícula concertada;Sexe;Edat;Zona nacionalitat (agrupació);Necessitats específiques de suport educatiu;Alumnes matriculats
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;MAGREB;SI;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;4;ÀSIA I OCEANIA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;DONA;5;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ESPANYA;NO;26
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;ESPANYA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;AMÈRICA DEL NORD;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;CENTRE I SUDAMÈRICA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;NO;28
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;5;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;DONA;6;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;ESPANYA;NO;25
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;ORDES I CONGREGACIONS CATÒLICS;I5;SI;HOME;6;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;ESPANYA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;DONA;3;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;ESPANYA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I3;SI;HOME;3;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ESPANYA;NO;6
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;DONA;4;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;CENTRE I SUDAMÈRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;ESPANYA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;ESPANYA;SI;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I4;SI;HOME;4;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;ESPANYA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;DONA;5;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;ESPANYA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PRIVAT;SOCIETATS MERCANTILS;I5;SI;HOME;5;ÀSIA I OCEANIA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;NO;24
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;SI;10
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA UNIÓ EUROPEA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ÀSIA I OCEANIA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;3;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;3;ESPANYA;NO;17
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;3;ESPANYA;SI;18
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;4;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;ESPANYA;NO;26
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;ESPANYA;SI;18
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;MAGREB;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;CENTRE I SUDAMÈRICA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;ESPANYA;NO;42
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;ESPANYA;SI;12
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;MAGREB;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;MAGREB;SI;6
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;RESTA D'ÀFRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;5;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;CENTRE I SUDAMÈRICA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;CENTRE I SUDAMÈRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;ESPANYA;NO;31
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;ESPANYA;SI;15
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;MAGREB;SI;5
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;RESTA D'ÀFRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;CENTRE I SUDAMÈRICA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;CENTRE I SUDAMÈRICA;SI;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;ESPANYA;NO;32
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;ESPANYA;SI;19
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;MAGREB;SI;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;RESTA D'ÀFRICA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;RESTA UNIÓ EUROPEA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;RESTA UNIÓ EUROPEA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;ÀSIA I OCEANIA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08172;PREMIÀ DE MAR;0817200;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;6;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;3;ESPANYA;NO;3
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;ESPANYA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;DONA;4;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;ESPANYA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I4;;HOME;4;ESPANYA;SI;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;DONA;5;ESPANYA;NO;4
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;ESPANYA;NO;5
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08193;SANT ISCLE DE VALLALTA;0819300;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I5;;HOME;5;RESTA D'ÀFRICA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;NO;27
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;ESPANYA;SI;5
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;MAGREB;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA D'EUROPA;NO;2
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA D'EUROPA;SI;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;DONA;3;RESTA UNIÓ EUROPEA;NO;1
2023/2024;EDUCACIÓ INFANTIL;0508;MARESME - VALLÈS ORIENTAL;21;MARESME;08197;SANT ANDREU DE LLAVANERES;0819700;;PÚBLIC;DEPARTAMENT D'EDUCACIÓ;I3;;HOME;3;CENTRE I SUDAMÈRICA;NO;2
